sticker_id,country,display_name,normalized_name,category
0,Special,Panini Logo We Are Panini,panini logo we are panini,logo
FWC1,FIFA World Cup,Official Emblem FIFA World Cup 2026,official emblem fifa world cup 2026,badge
FWC2,FIFA World Cup,Official Emblem FIFA World Cup 2026,official emblem fifa world cup 2026,badge
FWC3,FIFA World Cup,Official Mascots FIFA World Cup 2026,official mascots fifa world cup 2026,badge
FWC4,FIFA World Cup,Official Slogan FIFA World Cup 2026,official slogan fifa world cup 2026,badge
FWC5,FIFA World Cup,Official Ball FIFA World Cup 2026,official ball fifa world cup 2026,badge
FWC6,FIFA World Cup,Canada Host Countries and Cities,canada host countries and cities,badge
FWC7,FIFA World Cup,Mexico Host Countries and Cities,mexico host countries and cities,badge
FWC8,FIFA World Cup,USA Host Countries and Cities,usa host countries and cities,badge
MEX1,Mexico,Emblem Mexico,emblem mexico,badge
MEX2,Mexico,Luis Malagón,luis malagon,player
MEX3,Mexico,Johan Vasquez,johan vasquez,player
MEX4,Mexico,Jorge Sánchez,jorge sanchez,player
MEX5,Mexico,Cesar Montes,cesar montes,player
MEX6,Mexico,Jesus Gallardo,jesus gallardo,player
MEX7,Mexico,Israel Reyes,israel reyes,player
MEX8,Mexico,Diego Lainez,diego lainez,player
MEX9,Mexico,Carlos Rodriguez,carlos rodriguez,player
MEX10,Mexico,Edson Alvarez,edson alvarez,player
MEX11,Mexico,Orbelin Pineda,orbelin pineda,player
MEX12,Mexico,Marcel Ruiz,marcel ruiz,player
MEX13,Mexico,Team Photo,team photo,badge
MEX14,Mexico,Érick Sánchez,erick sanchez,player
MEX15,Mexico,Hirving Lozano,hirving lozano,player
MEX16,Mexico,Santiago Giménez,santiago gimenez,player
MEX17,Mexico,Raúl Jiménez,raul jimenez,player
MEX18,Mexico,Alexis Vega,alexis vega,player
MEX19,Mexico,Roberto Alvarado,roberto alvarado,player
MEX20,Mexico,Cesar Huerta,cesar huerta,player
RSA1,South Africa,Emblem South Africa,emblem south africa,badge
RSA2,South Africa,Ronwen Williams,ronwen williams,player
RSA3,South Africa,Sipho Chaine,sipho chaine,player
RSA4,South Africa,Aubrey Modiba,aubrey modiba,player
RSA5,South Africa,Samukele Kabini,samukele kabini,player
RSA6,South Africa,Mbekezeli Mbokazi,mbekezeli mbokazi,player
RSA7,South Africa,Khulumani Ndamane,khulumani ndamane,player
RSA8,South Africa,Siyabonga Ngezana,siyabonga ngezana,player
RSA9,South Africa,Khuliso Mudau,khuliso mudau,player
RSA10,South Africa,Nkosinathi Sibisi,nkosinathi sibisi,player
RSA11,South Africa,Teboho Mokoena,teboho mokoena,player
RSA12,South Africa,Thalente Mbatha,thalente mbatha,player
RSA13,South Africa,Team Photo,team photo,badge
RSA14,South Africa,Bathasi Aubaas,bathasi aubaas,player
RSA15,South Africa,Yaya Sithole,yaya sithole,player
RSA16,South Africa,Sipho Mbule,sipho mbule,player
RSA17,South Africa,Lyle Foster,lyle foster,player
RSA18,South Africa,Iqraam Rayners,iqraam rayners,player
RSA19,South Africa,Mohau Nkota,mohau nkota,player
RSA20,South Africa,Oswin Appollis,oswin appollis,player
KOR1,South Korea,Emblem South Korea,emblem south korea,badge
KOR2,South Korea,Hyeon-woo Jo,hyeon-woo jo,player
KOR3,South Korea,Seung-Gyu Kim,seung-gyu kim,player
KOR4,South Korea,Min-jae Kim,min-jae kim,player
KOR5,South Korea,Yu-min Cho,yu-min cho,player
KOR6,South Korea,Young-woo Seol,young-woo seol,player
KOR7,South Korea,Han-beom Lee,han-beom lee,player
KOR8,South Korea,Tae-seok Lee,tae-seok lee,player
KOR9,South Korea,Myung-jae Lee,myung-jae lee,player
KOR10,South Korea,Jae-sung Lee,jae-sung lee,player
KOR11,South Korea,In-beom Hwang,in-beom hwang,player
KOR12,South Korea,Kang-in Lee,kang-in lee,player
KOR13,South Korea,Team Photo,team photo,badge
KOR14,South Korea,Seung-ho Paik,seung-ho paik,player
KOR15,South Korea,Jens Castrop,jens castrop,player
KOR16,South Korea,Dongg-yeong Lee,dongg-yeong lee,player
KOR17,South Korea,Gue-sung Cho,gue-sung cho,player
KOR18,South Korea,Heung-min Son,heung-min son,player
KOR19,South Korea,Hee-chan Hwang,hee-chan hwang,player
KOR20,South Korea,Hyeon-Gyu Oh,hyeon-gyu oh,player
CZE1,Czechia,Emblem Czechia,emblem czechia,badge
CZE2,Czechia,Matej Kovar,matej kovar,player
CZE3,Czechia,Jindrich Stanek,jindrich stanek,player
CZE4,Czechia,Ladislav Krejci,ladislav krejci,player
CZE5,Czechia,Vladimir Coufal,vladimir coufal,player
CZE6,Czechia,Jaroslav Zeleny,jaroslav zeleny,player
CZE7,Czechia,Tomas Holes,tomas holes,player
CZE8,Czechia,David Zima,david zima,player
CZE9,Czechia,Michal Sadilek,michal sadilek,player
CZE10,Czechia,Lukas Provod,lukas provod,player
CZE11,Czechia,Lukas Cerv,lukas cerv,player
CZE12,Czechia,Tomas Soucek,tomas soucek,player
CZE13,Czechia,Team Photo,team photo,badge
CZE14,Czechia,Pavel Sulc,pavel sulc,player
CZE15,Czechia,Matej Vydra,matej vydra,player
CZE16,Czechia,Vasil Kusej,vasil kusej,player
CZE17,Czechia,Tomas Chory,tomas chory,player
CZE18,Czechia,Vaclav Cerny,vaclav cerny,player
CZE19,Czechia,Adam Hlozek,adam hlozek,player
CZE20,Czechia,Patrik Schick,patrik schick,player
CAN1,Canada,Emblem Canada,emblem canada,badge
CAN2,Canada,Dayne St.Clair,dayne st.clair,player
CAN3,Canada,Alphonso Davies,alphonso davies,player
CAN4,Canada,Alistair Johnston,alistair johnston,player
CAN5,Canada,Samuel Adekugbe,samuel adekugbe,player
CAN6,Canada,Riche Larvea,riche larvea,player
CAN7,Canada,Derek Cornelius,derek cornelius,player
CAN8,Canada,Moïse Bombito,moise bombito,player
CAN9,Canada,Kamal Miller,kamal miller,player
CAN10,Canada,Stephen Eustáquio,stephen eustaquio,player
CAN11,Canada,Ismaël Koné,ismael kone,player
CAN12,Canada,Jonathan Osorio,jonathan osorio,player
CAN13,Canada,Team Photo,team photo,badge
CAN14,Canada,Jacob Shaffelburg,jacob shaffelburg,player
CAN15,Canada,Mathieu Choinière,mathieu choiniere,player
CAN16,Canada,Niko Sigur,niko sigur,player
CAN17,Canada,Tajon Buchanan,tajon buchanan,player
CAN18,Canada,Liam Millar,liam millar,player
CAN19,Canada,Cyle Larin,cyle larin,player
CAN20,Canada,Jonathan David,jonathan david,player
BIH1,Bosnia and Herzegovina,Emblem Bosnia and Herzegovina,emblem bosnia and herzegovina,badge
BIH2,Bosnia and Herzegovina,Nikola Vasilj,nikola vasilj,player
BIH3,Bosnia and Herzegovina,Amer Dedic,amer dedic,player
BIH4,Bosnia and Herzegovina,Sead Kolasinac,sead kolasinac,player
BIH5,Bosnia and Herzegovina,Tarik Muharemovic,tarik muharemovic,player
BIH6,Bosnia and Herzegovina,Nihad Mujakic,nihad mujakic,player
BIH7,Bosnia and Herzegovina,Nikola Katic,nikola katic,player
BIH8,Bosnia and Herzegovina,Amir Hadziahmetovic,amir hadziahmetovic,player
BIH9,Bosnia and Herzegovina,Benjamin Tahirovic,benjamin tahirovic,player
BIH10,Bosnia and Herzegovina,Armin Gigovic,armin gigovic,player
BIH11,Bosnia and Herzegovina,Ivan Sunjic,ivan sunjic,player
BIH12,Bosnia and Herzegovina,Ivan Basic,ivan basic,player
BIH13,Bosnia and Herzegovina,Team Photo,team photo,badge
BIH14,Bosnia and Herzegovina,Dzenis Burnic,dzenis burnic,player
BIH15,Bosnia and Herzegovina,Esmir Bajraktarevic,esmir bajraktarevic,player
BIH16,Bosnia and Herzegovina,Amar Memic,amar memic,player
BIH17,Bosnia and Herzegovina,Ermedin Demirovic,ermedin demirovic,player
BIH18,Bosnia and Herzegovina,Edin Dzeko,edin dzeko,player
BIH19,Bosnia and Herzegovina,Samed Bazdar,samed bazdar,player
BIH20,Bosnia and Herzegovina,Haris Tabakovic,haris tabakovic,player
QAT1,Qatar,Emblem Qatar,emblem qatar,badge
QAT2,Qatar,Meshaal Barsham,meshaal barsham,player
QAT3,Qatar,Sultan Albrake,sultan albrake,player
QAT4,Qatar,Lucas Mendes,lucas mendes,player
QAT5,Qatar,Homam Ahmed,homam ahmed,player
QAT6,Qatar,Boualem Khoukhi,boualem khoukhi,player
QAT7,Qatar,Pedro Miguel,pedro miguel,player
QAT8,Qatar,Tarek Salman,tarek salman,player
QAT9,Qatar,Mohamed Al-Mannai,mohamed al-mannai,player
QAT10,Qatar,Karim Boudiaf,karim boudiaf,player
QAT11,Qatar,Assim Madibo,assim madibo,player
QAT12,Qatar,Ahmed Fatehi,ahmed fatehi,player
QAT13,Qatar,Team Photo,team photo,badge
QAT14,Qatar,Mohammed Waad,mohammed waad,player
QAT15,Qatar,Abdulaziz Hatem,abdulaziz hatem,player
QAT16,Qatar,Hassan Al-Haydos,hassan al-haydos,player
QAT17,Qatar,Edmilson Junior,edmilson junior,player
QAT18,Qatar,Akram Hassan Afif,akram hassan afif,player
QAT19,Qatar,Ahmed Al Ganehi,ahmed al ganehi,player
QAT20,Qatar,Almoez Ali,almoez ali,player
SUI1,Switzerland,Emblem Switzerland,emblem switzerland,badge
SUI2,Switzerland,Gregor Kobel,gregor kobel,player
SUI3,Switzerland,Yvon Mvogo,yvon mvogo,player
SUI4,Switzerland,Manuel Akanji,manuel akanji,player
SUI5,Switzerland,Ricardo Rodriguez,ricardo rodriguez,player
SUI6,Switzerland,Nico Elvedi,nico elvedi,player
SUI7,Switzerland,Aurèle Amenda,aurele amenda,player
SUI8,Switzerland,Silvan Widmer,silvan widmer,player
SWI9,Switzerland,Granit Xhaka,granit xhaka,player
SUI10,Switzerland,Denis Zakaria,denis zakaria,player
SUI11,Switzerland,Remo Freuler,remo freuler,player
SUI12,Switzerland,Fabian Rieder,fabian rieder,player
SUI13,Switzerland,Team Photo,team photo,badge
SUI14,Switzerland,Ardon Jashari,ardon jashari,player
SUI15,Switzerland,Johan Manzambi,johan manzambi,player
SUI16,Switzerland,Michel Aebischer,michel aebischer,player
SUI17,Switzerland,Breel Embolo,breel embolo,player
SUI18,Switzerland,Ruben Vargas,ruben vargas,player
SUI19,Switzerland,Dan Ndoye,dan ndoye,player
SWI20,Switzerland,Zeki Amdouni,zeki amdouni,player
BRA1,Brazil,Emblem Brazil,emblem brazil,badge
BRA2,Brazil,Alisson,alisson,player
BRA3,Brazil,Bento,bento,player
BRA4,Brazil,Marquinhos,marquinhos,player
BRA5,Brazil,Éder Militão,eder militao,player
BRA6,Brazil,Gabriel Magalhães,gabriel magalhaes,player
BRA7,Brazil,Danilo,danilo,player
BRA8,Brazil,Wesley,wesley,player
BRA9,Brazil,Lucas Paquetá,lucas paqueta,player
BRA10,Brazil,Casemiro,casemiro,player
BRA11,Brazil,Bruno Guimarães,bruno guimaraes,player
BRA12,Brazil,Luiz Henrique,luiz henrique,player
BRA13,Brazil,Team Photo,team photo,badge
BRA14,Brazil,Vinicius Júnior,vinicius junior,player
BRA15,Brazil,Rodrygo,rodrygo,player
BRA16,Brazil,João Pedro,joao pedro,player
BRA17,Brazil,Matheus Cunha,matheus cunha,player
BRA18,Brazil,Gabriel Martinelli,gabriel martinelli,player
BRA19,Brazil,Raphinha,raphinha,player
BRA20,Brazil,Estévão,estevao,player
MAR1,Morocco,Emblem Morocco,emblem morocco,badge
MAR2,Morocco,Yassine Bounou,yassine bounou,player
MAR3,Morocco,Munir El Kajoui,munir el kajoui,player
MAR4,Morocco,Achraf Hakimi,achraf hakimi,player
MAR5,Morocco,Noussair Mazraoui,noussair mazraoui,player
MAR6,Morocco,Nayef Aguerd,nayef aguerd,player
MAR7,Morocco,Roman Saiss,roman saiss,player
MAR8,Morocco,Jawad El Yamio,jawad el yamio,player
MAR9,Morocco,Adam Masina,adam masina,player
MAR10,Morocco,Sofyan Amrabat,sofyan amrabat,player
MAR11,Morocco,Azzedine Ounahi,azzedine ounahi,player
MAR12,Morocco,Eliesse Ben Seghir,eliesse ben seghir,player
MAR13,Morocco,Team Photo,team photo,badge
MAR14,Morocco,Bilal El Khannouss,bilal el khannouss,player
MAR15,Morocco,Ismael Saibari,ismael saibari,player
MAR16,Morocco,Youssef En-Nesyri,youssef en-nesyri,player
MAR17,Morocco,Abde Ezzalzouli,abde ezzalzouli,player
MAR18,Morocco,Soufiane Rahimi,soufiane rahimi,player
MAR19,Morocco,Brahim Diaz,brahim diaz,player
MAR20,Morocco,Ayoub El Kaabi,ayoub el kaabi,player
HAI1,Haiti,Emblem Haiti,emblem haiti,badge
HAI2,Haiti,Johny Placide,johny placide,player
HAI3,Haiti,Carlens Arcus,carlens arcus,player
HAI4,Haiti,Martin Expérience,martin experience,player
HAI5,Haiti,Jean-Kevin Duverne,jean-kevin duverne,player
HAI6,Haiti,Ricardo Adé,ricardo ade,player
HAI7,Haiti,Duke Lacroix,duke lacroix,player
HAI8,Haiti,Garven Metusala,garven metusala,player
HAI9,Haiti,Hannes Delcroix,hannes delcroix,player
HAI10,Haiti,Leverton Pierre,leverton pierre,player
HAI11,Haiti,Danley Jean Jacques,danley jean jacques,player
HAI12,Haiti,Jean-Ricner Bellegarde,jean-ricner bellegarde,player
HAI13,Haiti,Team Photo,team photo,badge
HAI14,Haiti,Christopher Attys,christopher attys,player
HAI15,Haiti,Derrick Etienne Jr,derrick etienne jr,player
HAI16,Haiti,Josue Casimir,josue casimir,player
HAI17,Haiti,Ruben Providence,ruben providence,player
HAI18,Haiti,Duckens Nazon,duckens nazon,player
HAI19,Haiti,Louicius Deedson,louicius deedson,player
HAI20,Haiti,Frantzdy Pierrot,frantzdy pierrot,player
SCO1,Scotland,Emblem Scotland,emblem scotland,badge
SCO2,Scotland,Angus Gunn,angus gunn,player
SCO3,Scotland,Jack Hendry,jack hendry,player
SCO4,Scotland,Kieran Tierney,kieran tierney,player
SCO5,Scotland,Aaron Hickey,aaron hickey,player
SCO6,Scotland,Andrew Robertson,andrew robertson,player
SCO7,Scotland,Scott McKenna,scott mckenna,player
SCO8,Scotland,John Souttar,john souttar,player
SCO9,Scotland,Anthony Ralston,anthony ralston,player
SCO10,Scotland,Grant Hanley,grant hanley,player
SCO11,Scotland,Scott McTominay,scott mctominay,player
SCO12,Scotland,Billy Gilmour,billy gilmour,player
SCO13,Scotland,Team Photo,team photo,badge
SCO14,Scotland,Lewis Ferguson,lewis ferguson,player
SCO15,Scotland,Ryan Christie,ryan christie,player
SCO16,Scotland,Kenny McLean,kenny mclean,player
SCO17,Scotland,John McGinn,john mcginn,player
SCO18,Scotland,Lyndon Dykes,lyndon dykes,player
SCO19,Scotland,Che Adams,che adams,player
SCO20,Scotland,Ben Gannon-Doak,ben gannon-doak,player
USA1,USA,Emblem USA,emblem usa,badge
USA2,USA,Math Freese,math freese,player
USA3,USA,Chris Richards,chris richards,player
USA4,USA,Tim Ream,tim ream,player
USA5,USA,Mark McKenzie,mark mckenzie,player
USA6,USA,Alex Freeman,alex freeman,player
USA7,USA,Antonee Robinson,antonee robinson,player
USA8,USA,Tyler Adams,tyler adams,player
USA9,USA,Tanner Tessmann,tanner tessmann,player
USA10,USA,Weston McKenny,weston mckenny,player
USA11,USA,Christian Roldan,christian roldan,player
USA12,USA,Timothy Weah,timothy weah,player
USA13,USA,Team Photo,team photo,badge
USA14,USA,Diego Luna,diego luna,player
USA15,USA,Malik Tillman,malik tillman,player
USA16,USA,Christian Pulisic,christian pulisic,player
USA17,USA,Brenden Aaronson,brenden aaronson,player
USA18,USA,Ricardo Pepi,ricardo pepi,player
USA19,USA,Haji Wright,haji wright,player
USA20,USA,Folarin Balogun,folarin balogun,player
PAR1,Paraguay,Emblem Paraguay,emblem paraguay,badge
PAR2,Paraguay,Roberto Fernandez,roberto fernandez,player
PAR3,Paraguay,Orlando Gill,orlando gill,player
PAR4,Paraguay,Gustavo Gomez,gustavo gomez,player
PAR5,Paraguay,Fabián Balbuena,fabian balbuena,player
PAR6,Paraguay,Juan José Cáceres,juan jose caceres,player
PAR7,Paraguay,Omar Alderete,omar alderete,player
PAR8,Paraguay,Junior Alonso,junior alonso,player
PAR9,Paraguay,Mathías Villasanti,mathias villasanti,player
PAR10,Paraguay,Diego Gomez,diego gomez,player
PAR11,Paraguay,Damián Bobadilla,damian bobadilla,player
PAR12,Paraguay,Andres Cubas,andres cubas,player
PAR13,Paraguay,Team Photo,team photo,badge
PAR14,Paraguay,Matias Galarza Fonda,matias galarza fonda,player
PAR15,Paraguay,Julio Enciso,julio enciso,player
PAR16,Paraguay,Alejandro Romero Gamarra,alejandro romero gamarra,player
PAR17,Paraguay,Miguel Almirón,miguel almiron,player
PAR18,Paraguay,Ramon Sosa,ramon sosa,player
PAR19,Paraguay,Angel Romero,angel romero,player
PAR20,Paraguay,Antonio Sanabria,antonio sanabria,player
AUS1,Australia,Emblem Australia,emblem australia,badge
AUS2,Australia,Mathew Ryan,mathew ryan,player
AUS3,Australia,Joe Gauci,joe gauci,player
AUS4,Australia,Harry Souttar,harry souttar,player
AUS5,Australia,Alessandro Circati,alessandro circati,player
AUS6,Australia,Jordan Bos,jordan bos,player
AUS7,Australia,Aziz Behich,aziz behich,player
AUS8,Australia,Cameron Burgess,cameron burgess,player
AUS9,Australia,Lewis Miller,lewis miller,player
AUS10,Australia,Milos Degenek,milos degenek,player
AUS11,Australia,Jackson Irvine,jackson irvine,player
AUS12,Australia,Riley McGree,riley mcgree,player
AUS13,Australia,Team Photo,team photo,badge
AUS14,Australia,Aiden O'Neill,aiden o'neill,player
AUS15,Australia,Connor Metcalfe,connor metcalfe,player
AUS16,Australia,Patrick Yazbek,patrick yazbek,player
AUS17,Australia,Craig Goodwin,craig goodwin,player
AUS18,Australia,Kusini Vengi,kusini vengi,player
AUS19,Australia,Nestory Irankunda,nestory irankunda,player
AUS20,Australia,Mohamed Touré,mohamed toure,player
TUR1,Türkiye,Emblem Türkiye,emblem turkiye,badge
TUR2,Türkiye,Ugurcan Cakir,ugurcan cakir,player
TUR3,Türkiye,Mert Muldur,mert muldur,player
TUR4,Türkiye,Zeki Celik,zeki celik,player
TUR5,Türkiye,Abdulkerim Bardakci,abdulkerim bardakci,player
TUR6,Türkiye,Caglar Soyuncu,caglar soyuncu,player
TUR7,Türkiye,Merih Demiral,merih demiral,player
TUR8,Türkiye,Ferdi Kadioglu,ferdi kadioglu,player
TUR9,Türkiye,Kaan Ayhan,kaan ayhan,player
TUR10,Türkiye,Ismail Yuksek,ismail yuksek,player
TUR11,Türkiye,Hakan Calhanoglu,hakan calhanoglu,player
TUR12,Türkiye,Orkun Kokcu,orkun kokcu,player
TUR13,Türkiye,Team Photo,team photo,badge
TUR14,Türkiye,Arda Guler,arda guler,player
TUR15,Türkiye,Irfan Can Kahveci,irfan can kahveci,player
TUR16,Türkiye,Yunus Akgun,yunus akgun,player
TUR17,Türkiye,Can Uzun,can uzun,player
TUR18,Türkiye,Baris Alper Yilmaz,baris alper yilmaz,player
TUR19,Türkiye,Kerem Akturkoglu,kerem akturkoglu,player
TUR20,Türkiye,Kenan Yildiz,kenan yildiz,player
GER1,Germany,Emblem Germany,emblem germany,badge
GER2,Germany,Marc-André ter Stegen,marc-andre ter stegen,player
GER3,Germany,Jonathan Tah,jonathan tah,player
GER4,Germany,David Raum,david raum,player
GER5,Germany,Nico Schlotterbeck,nico schlotterbeck,player
GER6,Germany,Antonio Rüdiger,antonio rudiger,player
GER7,Germany,Waldemar Anton,waldemar anton,player
GER8,Germany,Ridle Baku,ridle baku,player
GER9,Germany,Maximilian Mittelstadt,maximilian mittelstadt,player
GER10,Germany,Joshua Kimmich,joshua kimmich,player
GER11,Germany,Florian Wirtz,florian wirtz,player
GER12,Germany,Felix Nmecha,felix nmecha,player
GER13,Germany,Team Photo,team photo,badge
GER14,Germany,Leon Goretzka,leon goretzka,player
GER15,Germany,Jamal Musiala,jamal musiala,player
GER16,Germany,Serge Gnabry,serge gnabry,player
GER17,Germany,Kai Havertz,kai havertz,player
GER18,Germany,Leroy Sane,leroy sane,player
GER19,Germany,Karim Adeyemi,karim adeyemi,player
GER20,Germany,Nick Woltemade,nick woltemade,player
CUW1,Curaçao,Emblem Curaçao,emblem curacao,badge
CUW2,Curaçao,Eloy Room,eloy room,player
CUW3,Curaçao,Armando Obispo,armando obispo,player
CUW4,Curaçao,Sherel Floranus,sherel floranus,player
CUW5,Curaçao,Jurien Gaari,jurien gaari,player
CUW6,Curaçao,Joshua Brenet,joshua brenet,player
CUW7,Curaçao,Roshon Van Eijma,roshon van eijma,player
CUW8,Curaçao,Shurandy Sambo,shurandy sambo,player
CUW9,Curaçao,Livano Comenencia,livano comenencia,player
CUW10,Curaçao,Godfried Roemeratoe,godfried roemeratoe,player
CUW11,Curaçao,Juninho Bacuna,juninho bacuna,player
CUW12,Curaçao,Leandro Bacuna,leandro bacuna,player
CUW13,Curaçao,Team Photo,team photo,badge
CUW14,Curaçao,Tahith Chong,tahith chong,player
CUW15,Curaçao,Kenji Gorre,kenji gorre,player
CUW16,Curaçao,Jearl Margaritha,jearl margaritha,player
CUW17,Curaçao,Jurgen Locadia,jurgen locadia,player
CUW18,Curaçao,Jeremy Antonisse,jeremy antonisse,player
CUW19,Curaçao,Gervane Kastaneer,gervane kastaneer,player
CUW20,Curaçao,Sontje Hansen,sontje hansen,player
CIV1,Ivory Coast,Emblem Ivory Coast,emblem ivory coast,badge
CIV2,Ivory Coast,Yahia Fofana,yahia fofana,player
CIV3,Ivory Coast,Ghislain Konan,ghislain konan,player
CIV4,Ivory Coast,Wilfried Singo,wilfried singo,player
CIV5,Ivory Coast,Odilon Kossounou,odilon kossounou,player
CIV6,Ivory Coast,Evan Ndicka,evan ndicka,player
CIV7,Ivory Coast,Willy Boly,willy boly,player
CIV8,Ivory Coast,Emmanuel Agbadou,emmanuel agbadou,player
CIV9,Ivory Coast,Ousmane Diomande,ousmane diomande,player
CIV10,Ivory Coast,Franck Kessie,franck kessie,player
CIV11,Ivory Coast,Seko Fofana,seko fofana,player
CIV12,Ivory Coast,Ibrahim Sangare,ibrahim sangare,player
CIV13,Ivory Coast,Team Photo,team photo,badge
CIV14,Ivory Coast,Jean-Philippe Gbamin,jean-philippe gbamin,player
CIV15,Ivory Coast,Amad Diallo,amad diallo,player
CIV16,Ivory Coast,Sébastien Haller,sebastien haller,player
CIV17,Ivory Coast,Simon Adingra,simon adingra,player
CIV18,Ivory Coast,Yan Diomande,yan diomande,player
CIV19,Ivory Coast,Evann Guessand,evann guessand,player
CIV20,Ivory Coast,Oumar Diakite,oumar diakite,player
ECU1,Ecuador,Emblem Ecuador,emblem ecuador,badge
ECU2,Ecuador,Hernán Galíndez,hernan galindez,player
ECU3,Ecuador,Gonzalo Valle,gonzalo valle,player
ECU4,Ecuador,Piero Hincapié,piero hincapie,player
ECU5,Ecuador,Pervis Estupiñán,pervis estupinan,player
ECU6,Ecuador,Willian Pacho,willian pacho,player
ECU7,Ecuador,Ángelo Preciado,angelo preciado,player
ECU8,Ecuador,Joel Ordóñez,joel ordonez,player
ECU9,Ecuador,Moises Caicedo,moises caicedo,player
ECU10,Ecuador,Alan Franco,alan franco,player
ECU11,Ecuador,Kendry Paez,kendry paez,player
ECU12,Ecuador,Pedro Vite,pedro vite,player
ECU13,Ecuador,Team Photo,team photo,badge
ECU14,Ecuador,John Veboah,john veboah,player
ECU15,Ecuador,Leonardo Campana,leonardo campana,player
ECU16,Ecuador,Gonzalo Plata,gonzalo plata,player
ECU17,Ecuador,Nilson Angulo,nilson angulo,player
ECU18,Ecuador,Alan Minda,alan minda,player
ECU19,Ecuador,Kevin Rodriguez,kevin rodriguez,player
ECU20,Ecuador,Enner Valencia,enner valencia,player
NED1,Netherlands,Emblem Netherlands,emblem netherlands,badge
NED2,Netherlands,Bart Verbruggen,bart verbruggen,player
NED3,Netherlands,Virgil van Dijk,virgil van dijk,player
NED4,Netherlands,Micky van de Ven,micky van de ven,player
NED5,Netherlands,Jurrien Timber,jurrien timber,player
NED6,Netherlands,Denzel Dumfries,denzel dumfries,player
NED7,Netherlands,Nathan Aké,nathan ake,player
NED8,Netherlands,Jeremie Frimpong,jeremie frimpong,player
NED9,Netherlands,Jan Paul van Hecke,jan paul van hecke,player
NED10,Netherlands,Tijjani Reijnders,tijjani reijnders,player
NED11,Netherlands,Ryan Gravenberch,ryan gravenberch,player
NED12,Netherlands,Teun Koopmeiners,teun koopmeiners,player
NED13,Netherlands,Team Photo,team photo,badge
NED14,Netherlands,Frenkie de Jong,frenkie de jong,player
NED15,Netherlands,Xavi Simons,xavi simons,player
NED16,Netherlands,Justin Kluivert,justin kluivert,player
NED17,Netherlands,Memphis Depay,memphis depay,player
NED18,Netherlands,Donyell Malen,donyell malen,player
NED19,Netherlands,Wout Weghorst,wout weghorst,player
NED20,Netherlands,Cody Gakpo,cody gakpo,player
JPN1,Japan,Emblem Japan,emblem japan,badge
JPN2,Japan,Zion Suzuki,zion suzuki,player
JPN3,Japan,Henry Heroki Mochizuki,henry heroki mochizuki,player
JPN4,Japan,Ayumu Seko,ayumu seko,player
JPN5,Japan,Junnosuke Suzuki,junnosuke suzuki,player
JPN6,Japan,Shogo Taniguchi,shogo taniguchi,player
JPN7,Japan,Tsuyoshi Watanabe,tsuyoshi watanabe,player
JPN8,Japan,Kaishu Sano,kaishu sano,player
JPN9,Japan,Yuki Soma,yuki soma,player
JPN10,Japan,Ao Tanaka,ao tanaka,player
JPN11,Japan,Daichi Kamada,daichi kamada,player
JPN12,Japan,Takefusa Kubo,takefusa kubo,player
JPN13,Japan,Team Photo,team photo,badge
JPN14,Japan,Ritsu Doan,ritsu doan,player
JPN15,Japan,Keito Nakamura,keito nakamura,player
JPN16,Japan,Takumi Minamino,takumi minamino,player
JPN17,Japan,Shuto Machino,shuto machino,player
JPN18,Japan,Junya Ito,junya ito,player
JPN19,Japan,Koki Ogawa,koki ogawa,player
JPN20,Japan,Ayase Ueda,ayase ueda,player
SWE1,Sweden,Emblem Sweden,emblem sweden,badge
SWE2,Sweden,Victor Johansson,victor johansson,player
SWE3,Sweden,Isak Hien,isak hien,player
SWE4,Sweden,Gabriel Gudmundsson,gabriel gudmundsson,player
SWE5,Sweden,Emil Holm,emil holm,player
SWE6,Sweden,Victor Nilsson Lindelöf,victor nilsson lindelof,player
SWE7,Sweden,Gustaf Lagerbielke,gustaf lagerbielke,player
SWE8,Sweden,Lucas Bergvall,lucas bergvall,player
SWE9,Sweden,Hugo Larsson,hugo larsson,player
SWE10,Sweden,Jesper Karlström,jesper karlstrom,player
SWE11,Sweden,Yasin Ayari,yasin ayari,player
SWE12,Sweden,Mattias Svanberg,mattias svanberg,player
SWE13,Sweden,Team Photo,team photo,badge
SWE14,Sweden,Daniel Svensson,daniel svensson,player
SWE15,Sweden,Ken Sema,ken sema,player
SWE16,Sweden,Roony Bardghji,roony bardghji,player
SWE17,Sweden,Dejan Kulusevski,dejan kulusevski,player
SWE18,Sweden,Anthony Elanga,anthony elanga,player
SWE19,Sweden,Alexander Isak,alexander isak,player
SWE20,Sweden,Viktor Gyökeres,viktor gyokeres,player
TUN1,Tunisia,Emblem Tunisia,emblem tunisia,badge
TUN2,Tunisia,Bechir Ben Said,bechir ben said,player
TUN3,Tunisia,Aymen Dahmen,aymen dahmen,player
TUN4,Tunisia,Yan Valery,yan valery,player
TUN5,Tunisia,Montassar Talbi,montassar talbi,player
TUN6,Tunisia,Yassine Meriah,yassine meriah,player
TUN7,Tunisia,Ali Abdi,ali abdi,player
TUN8,Tunisia,Dylan Bronn,dylan bronn,player
TUN9,Tunisia,Ellyes Skhiri,ellyes skhiri,player
TUN10,Tunisia,Aissa Laidouni,aissa laidouni,player
TUN11,Tunisia,Ferjani Sassi,ferjani sassi,player
